Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,12.281428,12.534286,12.191428,12.192857,8.222328,151885300
2009-01-02,12.268572,13.005714,12.165714,12.964286,8.742546,186503800
2009-01-05,13.31,13.74,13.244286,13.511429,9.111515,295402100
2009-01-06,13.707143,13.881429,13.198571,13.288571,8.961231,322327600
2009-01-07,13.115714,13.214286,12.894286,13.001429,8.767592,188262200
2009-01-08,12.918571,13.307143,12.862857,13.242857,8.930403,168375200
2009-01-09,13.315714,13.34,12.877143,12.94,8.726168,136711400
2009-01-12,12.922857,12.998571,12.507143,12.665714,8.541201,154429100
2009-01-13,12.605714,12.82,12.335714,12.53,8.449681,199599400
2009-01-14,12.32,12.464286,12.102858,12.19,8.220403,255416000
2009-01-15,11.51,12.017143,11.435715,11.911428,8.032544,457908500
2009-01-16,12.042857,12.054286,11.485714,11.761429,7.931392,261906400
2009-01-20,11.704286,11.714286,11.171429,11.171429,7.533522,229978700
2009-01-21,11.341429,11.84,11.33,11.832857,7.979561,272317500
2009-01-22,12.577143,12.857142,12.26,12.622857,8.5123,352382100
2009-01-23,12.402857,12.838572,12.357142,12.622857,8.5123,190942500
2009-01-26,12.694285,12.995714,12.614285,12.805715,8.635612,173059600
2009-01-27,12.884286,13.078571,12.82,12.961429,8.740621,154509600
2009-01-28,13.16,13.571428,13.071428,13.457143,9.074908,215351500
2009-01-29,13.298572,13.477143,13.228572,13.285714,8.959302,148182300
2009-01-30,13.228572,13.374286,12.858571,12.875714,8.682816,162869700
2009-02-02,12.728572,13.142858,12.7,13.072857,8.815762,139561800
2009-02-03,13.131429,13.34,12.897142,13.282857,8.957377,149827300
2009-02-04,13.317142,13.75,13.3,13.364285,9.012289,202105400
2009-02-05,13.252857,13.892858,13.231428,13.78,9.292626,187311600
2009-02-06,13.86,14.285714,13.857142,14.245714,9.606686,171802400
2009-02-09,14.285714,14.714286,14.214286,14.644286,9.875466,178752700
2009-02-10,14.475715,14.644286,13.865714,13.975715,9.424609,212265200
2009-02-11,13.767143,14.044286,13.681429,13.831429,9.327311,168743400
2009-02-12,13.69,14.25,13.69,14.181429,9.563334,204297100
2009-02-13,14.141429,14.277143,14.017143,14.165714,9.552737,152244400
2009-02-17,13.838572,13.862857,13.468572,13.504286,9.106694,169559600
2009-02-18,13.578571,13.692857,13.245714,13.481428,9.091283,171194800
2009-02-19,13.338572,13.464286,12.872857,12.948571,8.73195,230701100
2009-02-20,12.771428,13.2,12.714286,13.028571,8.785898,187579000
2009-02-23,13.092857,13.142858,12.358571,12.421429,8.376467,196745500
2009-02-24,12.492857,12.984285,12.428572,12.892858,8.694378,201776400
2009-02-25,12.837143,13.274285,12.75,13.022857,8.782044,208263300
2009-02-26,13.142858,13.274285,12.708571,12.741428,8.592262,157467100
2009-02-27,12.561429,13.042857,12.524285,12.758572,8.60382,176664600
2009-03-02,12.588572,13.028571,12.524285,12.562857,8.47184,192732400
2009-03-03,12.704286,12.962857,12.554286,12.624286,8.513265,181085100
2009-03-04,12.882857,13.252857,12.778571,13.024285,8.783008,185350900
2009-03-05,12.922857,13.124286,12.635715,12.691428,8.558542,176724800
2009-03-06,12.62,12.628572,11.761429,12.185715,8.217514,252786800
2009-03-09,12.025714,12.514286,11.795714,11.872857,8.006536,174574400
2009-03-10,12.124286,12.738571,12.051429,12.661428,8.538313,211064700
2009-03-11,12.83,13.438571,12.797143,13.24,8.928473,211593200
2009-03-12,13.271428,13.797143,13.142858,13.764286,9.28203,192114300
2009-03-13,13.757143,13.885715,13.572857,13.704286,9.241573,150292100
2009-03-16,13.79,13.912857,13.454286,13.631429,9.192439,199311000
2009-03-17,13.605714,14.241428,13.581429,14.237143,9.600905,196661500
2009-03-18,14.272857,14.782857,14.245714,14.502857,9.780089,199009300
2009-03-19,14.55,14.742857,14.321428,14.517143,9.789725,125045200
2009-03-20,14.584286,14.73,14.367143,14.512857,9.786833,173896800
2009-03-23,14.672857,15.451428,14.535714,15.38,10.371597,166599300
2009-03-24,15.194285,15.634286,15.055715,15.214286,10.259847,160153000
2009-03-25,15.368571,15.48,14.837143,15.212857,10.258883,161654500
2009-03-26,15.404285,15.711429,15.368571,15.695714,10.584502,154063000
2009-03-27,15.461429,15.504286,15.2,15.264286,10.293567,123218200
2009-03-30,14.93,15.001429,14.658571,14.927143,10.066209,125699000
2009-03-31,15.064285,15.35,15,15.017143,10.126903,142520000
2009-04-01,14.87,15.571428,14.841429,15.527143,10.470824,147343000
2009-04-02,15.734285,16.392857,15.682858,16.101429,10.858099,203091700
2009-04-03,16.312857,16.59,16.217142,16.57,11.174079,159060300
2009-04-06,16.42,16.964285,16.182858,16.921429,11.411072,164516100
2009-04-07,16.647142,16.667143,16.312857,16.428572,11.07871,134145200
2009-04-08,16.49,16.684286,16.368572,16.617144,11.205873,113907500
2009-04-09,16.917143,17.142857,16.851429,17.081429,11.518969,132689200
2009-04-13,17.144285,17.282858,17,17.174286,11.581586,97309100
2009-04-14,17.081429,17.167143,16.75,16.901428,11.397584,113655500
2009-04-15,16.742857,16.892857,16.537144,16.805714,11.333034,103220600
2009-04-16,17.027143,17.592857,16.969999,17.35,11.700081,148361500
2009-04-17,17.311428,17.75,17.178572,17.631428,11.889862,124373900
2009-04-20,17.389999,17.57,17.022858,17.214285,11.608556,116616500
2009-04-21,16.984285,17.448572,16.942858,17.394285,11.729941,117671400
2009-04-22,17.518572,17.907143,17.314285,17.358572,11.70586,234691800
2009-04-23,18.088572,18.171429,17.644285,17.914286,12.080608,236289200
2009-04-24,17.805714,17.877142,17.567142,17.700001,11.936102,135191000
2009-04-27,17.557142,17.857143,17.522858,17.818571,12.016063,120172500
2009-04-28,17.621429,18.030001,17.608572,17.700001,11.936102,113964200
2009-04-29,17.835714,18.121429,17.690001,17.877142,12.05556,114527700
2009-04-30,18.031429,18.142857,17.845715,17.975714,12.122034,124622400
2009-05-01,17.971428,18.278572,17.971428,18.177143,12.257867,99379000
2009-05-04,18.32,18.892857,18.24,18.867144,12.723176,152339600
2009-05-05,18.821428,18.98,18.731428,18.95857,12.784829,99563800
2009-05-06,19.047142,19.071428,18.602858,18.928572,12.7646,118384700
2009-05-07,18.904285,18.912857,18.271429,18.437143,12.433202,132944000
2009-05-08,18.434286,18.747143,18.037144,18.455715,12.445724,116991000
2009-05-11,18.195715,18.70857,18.16,18.51,12.48233,101164700
2009-05-12,18.508572,18.530001,17.607143,17.774286,11.986199,152370400
2009-05-13,17.601429,17.717142,17.054285,17.07,11.511258,148992900
2009-05-14,17.111429,17.647142,17.1,17.564285,11.844582,111956600
2009-05-15,17.474285,17.802856,17.372858,17.488571,11.793527,91891800
2009-05-18,17.675714,18.1,17.367144,18.092857,12.20103,114710400
2009-05-19,18.117144,18.472857,17.962856,18.207144,12.278099,93105600
2009-05-20,18.232857,18.45857,17.9,17.981428,12.125886,97146000
2009-05-21,17.878571,18.111429,17.555714,17.74,11.963076,101986500
2009-05-22,17.721428,17.74,17.392857,17.5,11.801231,74499600
2009-05-26,17.822857,18.690001,17.792856,18.682858,12.598901,159231800
2009-05-27,18.825714,19.282858,18.701429,19.007143,12.817581,161605500
2009-05-28,19.064285,19.341429,18.861429,19.295713,13.012183,121888200
2009-05-29,19.341429,19.414286,19.121429,19.401428,13.083472,114133600
2009-06-01,19.495714,19.998571,19.428572,19.907143,13.424505,113124900
2009-06-02,19.855715,20.191429,19.764286,19.927143,13.43799,114055900
2009-06-03,20,20.158571,19.867144,20.135714,13.578643,141299900
2009-06-04,20.018572,20.597143,20.005714,20.534286,13.847424,137658500
2009-06-05,20.758572,20.914286,20.45857,20.667143,13.937016,158179000
2009-06-08,20.545713,20.604286,19.918571,20.549999,13.858022,232913100
2009-06-09,20.544285,20.651428,20.078571,20.388571,13.74916,169241100
2009-06-10,20.325714,20.335714,19.757143,20.035715,13.511209,172155900
2009-06-11,19.935715,20.222857,19.792856,19.992857,13.482306,131205900
2009-06-12,19.83,19.871429,19.434286,19.567142,13.195223,140771400
2009-06-15,19.43,19.561428,19.27,19.441429,13.110452,134937600
2009-06-16,19.522858,19.781429,19.442858,19.478571,13.135494,128701300
2009-06-17,19.524286,19.635714,19.218571,19.368572,13.061316,142853200
2009-06-18,19.444286,19.714285,19.370001,19.411428,13.090217,106920100
2009-06-19,19.724285,19.928572,19.557142,19.925714,13.437027,180464200
2009-06-22,20.095715,20.222857,19.475714,19.624287,13.233757,158728500
2009-06-23,19.485714,19.564285,18.982857,19.144285,12.910064,176633100
2009-06-24,19.345715,19.642857,19.265715,19.459999,13.122971,121381400
2009-06-25,19.392857,20.028572,19.315714,19.98,13.473637,147361900
2009-06-26,19.969999,20.508572,19.962856,20.348572,13.722182,109846100
2009-06-29,20.494286,20.564285,20.219999,20.281429,13.676908,141904000
2009-06-30,20.368572,20.542856,20.257143,20.347143,13.72122,108556000
2009-07-01,20.5,20.665714,20.360001,20.404285,13.759757,103544700
2009-07-02,20.178572,20.404285,19.969999,20.002857,13.48905,92619800
2009-07-06,19.814285,19.855715,19.464285,19.801428,13.353213,124672100
2009-07-07,19.782858,19.954287,19.311428,19.342857,13.043976,115399200
2009-07-08,19.417143,19.719999,19.202858,19.602858,13.219307,143982300
2009-07-09,19.68,19.712856,19.418571,19.48,13.136456,85756300
2009-07-10,19.477142,19.852858,19.474285,19.788572,13.344546,111318900
2009-07-13,19.934286,20.334286,19.647142,20.334286,13.712548,120875300
2009-07-14,20.290001,20.454287,20.165714,20.324286,13.705808,86811900
2009-07-15,20.719999,21,20.617144,20.982857,14.14992,121396800
2009-07-16,20.822857,21.145714,20.795713,21.074286,14.211574,98392700
2009-07-17,21.297142,21.717142,21.232857,21.678572,14.619078,150538500
2009-07-20,21.895714,22.148571,21.555714,21.844286,14.73083,183881600
2009-07-21,21.898571,21.918571,21.392857,21.644285,14.595957,218695400
2009-07-22,22.54143,22.675714,22.301428,22.391428,15.099797,218526000
2009-07-23,22.375713,22.634285,22.222857,22.545713,15.203845,131740700
2009-07-24,22.421429,22.857143,22.357143,22.855715,15.412894,109590600
2009-07-27,22.881428,22.982857,22.465714,22.871429,15.423491,108327800
2009-07-28,22.697144,22.871429,22.514286,22.857143,15.413855,90888700
2009-07-29,22.700001,22.921429,22.607143,22.861429,15.416741,95539500
2009-07-30,23.1,23.531429,23.071428,23.255714,15.682633,117401200
2009-07-31,23.284286,23.571428,23.272858,23.341429,15.740435,105634200
2009-08-03,23.601429,23.805714,23.552856,23.775715,16.033298,98560000
2009-08-04,23.561428,23.652857,23.45857,23.65,15.948522,98952700
2009-08-05,23.678572,23.912857,23.45857,23.587143,15.906135,105795900
2009-08-06,23.654285,23.787144,23.298571,23.415714,15.790531,85404200
2009-08-07,23.641428,23.799999,23.542856,23.644285,15.94467,96838700
2009-08-10,23.665714,23.799999,23.379999,23.531429,15.868567,75073600
2009-08-11,23.384285,23.482857,23.125713,23.261429,15.686488,88835600
2009-08-12,23.221428,23.815714,23.20857,23.615715,15.925402,111267800
2009-08-13,23.807142,24.095715,23.785715,24.059999,16.22501,109995200
