Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,82.239998,86.150002,81.120003,84.389999,74.603447,14894100
2009-01-02,84.019997,87.620003,82.190002,86.760002,76.698608,14088500
2009-01-05,85.809998,90.949997,85.459999,88.779999,78.484337,15996700
2009-01-06,90.050003,92.199997,87.720001,88.709999,78.422478,21551800
2009-01-07,86.910004,87.849998,83.650002,84.5,74.700706,12465500
2009-01-08,83.519997,86.519997,82.68,85.410004,75.50518,13448100
2009-01-09,85.910004,86.870003,80.410004,83.919998,74.187958,12192900
2009-01-12,83.360001,83.760002,76.43,77.669998,68.662773,15776600
2009-01-13,74.160004,78.879997,73.709999,77.919998,68.883766,25861100
2009-01-14,75.879997,76.879997,73.449997,75.690002,66.912376,18336700
2009-01-15,75.029999,76.199997,69,73.830002,65.268066,25795400
2009-01-16,75.980003,76.5,69.949997,73.050003,64.578514,26049300
2009-01-20,69.599998,70.260002,59.130001,59.200001,52.334686,33123100
2009-01-21,63.389999,70.099998,63.25,69.900002,61.793827,38168900
2009-01-22,67.279999,73.690002,65.529999,71.029999,62.792782,24608200
2009-01-23,67.870003,75.349998,67.120003,74.910004,66.222824,21924100
2009-01-26,76.059998,78.75,72.769997,74.199997,65.595177,18729300
2009-01-27,75.510002,78.650002,74.769997,78.260002,69.184334,20655300
2009-01-28,84.279999,89.099998,83.370003,87.699997,77.529594,34234400
2009-01-29,85.129997,86.589996,82.120003,82.720001,73.127121,21624300
2009-01-30,83.589996,84.779999,79.349998,80.730003,71.367882,20344900
2009-02-02,78.779999,84,78.57,83.57,73.87854,18485500
2009-02-03,84.300003,84.5,79.800003,82.809998,73.206688,19442500
2009-02-04,83.699997,89.919998,83.449997,87.970001,77.768272,29780400
2009-02-05,86.769997,94.699997,86.260002,92.849998,82.082352,33847500
2009-02-06,94.269997,96.580002,91.559998,96.57,85.370918,26559800
2009-02-09,97.019997,98.660004,94.629997,97.889999,86.53788,18736400
2009-02-10,96.790001,97.889999,89.699997,90.400002,79.916496,29857200
2009-02-11,91.75,94.940002,90.419998,94.709999,83.726654,19554400
2009-02-12,92.650002,96.199997,91.470001,95.580002,84.495789,22915400
2009-02-13,95,97.980003,94.5,96.449997,85.264885,22975200
2009-02-17,92.260002,92.480003,84.790001,85.709999,75.770355,31078100
2009-02-18,87.690002,87.690002,81.07,84.5,74.700706,32610600
2009-02-19,86.410004,88.870003,85.529999,86.010002,76.035576,24476100
2009-02-20,81.949997,87.150002,79.269997,84.589996,75.188194,36146100
2009-02-23,86.510002,87.769997,79.790001,80.07,71.170578,22298600
2009-02-24,81.529999,93.089996,81.510002,92.980003,82.645691,33115800
2009-02-25,91.550003,93.5,87.300003,89.919998,79.925789,36249600
2009-02-26,92.300003,94,90.019997,92.150002,81.907959,27516400
2009-02-27,88.629997,93.379997,87.5,91.080002,80.956886,26041700
2009-03-02,87.860001,90.209999,85.559998,86.269997,76.68148,24074100
2009-03-03,88.330002,88.839996,80.290001,82.370003,73.214958,30943600
2009-03-04,84.900002,88,81.5,85.470001,75.97039,28050800
2009-03-05,82.879997,85.699997,79.349998,81.720001,72.637192,24826200
2009-03-06,82.330002,84.480003,73.25,75.650002,67.241875,33484400
2009-03-09,73.769997,77.400002,72.779999,73.949997,65.730804,23648800
2009-03-10,77.68,85.449997,77.099998,85.279999,75.801514,35004400
2009-03-11,86.889999,93.5,85.580002,92.389999,82.121269,37989000
2009-03-12,92.029999,97.5,90.18,97.25,86.441086,30814100
2009-03-13,97.790001,99.839996,95.639999,98.800003,87.818832,30959400
2009-03-16,100.330002,101.410004,93.190002,93.900002,83.463463,28240800
2009-03-17,92.639999,99.010002,92.550003,98.989998,87.987717,23327500
2009-03-18,97.580002,106.790001,96.699997,105.25,93.551949,34372900
2009-03-19,104.650002,105.769997,99.260002,99.300003,88.26326,28577100
2009-03-20,99.510002,100.5,95.099998,97.32,86.503326,29137300
