Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,67.199997,70.400002,66.199997,67.099998,64.511612,9255800
2009-01-02,68.699997,71.599998,67.5,71.400002,68.64576,10470700
2009-01-05,71.199997,75,70.300003,70.800003,68.068916,12818400
2009-01-06,72.900002,75.900002,72.800003,74.599998,71.722313,11249800
2009-01-07,72.199997,74.400002,70.800003,71.5,68.741882,10528700
2009-01-08,71,73.400002,69.800003,71.599998,68.838028,10532500
2009-01-09,72.699997,72.900002,66.599998,67.5,64.896194,14024800
2009-01-12,65.400002,65.5,53.700001,56,53.839798,29449600
2009-01-13,51.799999,59.599998,50.599998,59,56.724083,27389700
2009-01-14,50.200001,52,44.400002,45.299999,43.552559,51309100
2009-01-15,46.400002,46.400002,33.599998,38.299999,36.822575,63453400
2009-01-16,42.200001,44.799999,34.400002,35,33.649872,42653100
2009-01-20,34.5,35.799999,28,28,26.919899,38431100
2009-01-21,31.200001,36.700001,29.700001,36.700001,35.284302,31235300
2009-01-22,34.200001,35.200001,30.1,31.1,29.900316,29362700
2009-01-23,30,35.799999,29.799999,34.700001,33.361454,26644600
2009-01-26,36.700001,37.5,33,33.299999,32.015457,21284600
2009-01-27,34.900002,36.400002,33.299999,35.5,34.130589,17714200
2009-01-28,42.900002,43.299999,40.400002,42.099998,40.475994,37601000
2009-01-29,39.900002,40.900002,39,39,37.504475,16636000
2009-01-30,39.900002,39.900002,35.5,35.5,34.138695,19739800
2009-02-02,33.900002,37.200001,33.200001,36.5,35.100342,17009300
2009-02-03,38.5,38.5,31.200001,34.599998,33.273209,16658200
2009-02-04,35.5,38.200001,34.5,34.900002,33.56171,18493500
2009-02-05,34.599998,37.200001,32,35.299999,33.946365,21841400
2009-02-06,31.799999,40.700001,31.799999,39.099998,37.600643,26148300
2009-02-09,40.599998,41,38.700001,39.5,37.985321,17448200
2009-02-10,40.099998,40.299999,32.599998,33.5,32.215385,29657600
2009-02-11,35.700001,36.900002,33.799999,36.900002,35.485016,15698200
2009-02-12,35.099998,36.599998,34.099998,36.099998,34.715691,13235700
2009-02-13,35.200001,37.200001,34.900002,34.900002,33.56171,13606700
2009-02-17,32.5,33.099998,30.6,30.6,29.426596,19249800
2009-02-18,31.799999,32,28.5,29.1,27.984116,18635600
2009-02-19,30,30.1,25,25.1,24.137501,23114100
2009-02-20,22,23.299999,16.1,19.5,18.752237,61771000
