Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,151.117126,154.495163,150.327271,152.830978,152.830978,5811000
2009-01-02,153.302917,159.870193,151.762924,159.621811,159.621811,7267900
2009-01-05,159.462845,164.549759,156.482239,162.965073,162.965073,9841400
2009-01-06,165.414139,169.298874,162.140427,165.950653,165.950653,12933900
2009-01-07,163.099197,164.385834,158.345123,159.964584,159.964584,9047400
2009-01-08,158.111633,161.544312,157.644669,161.544312,161.544312,7248100
2009-01-09,162.691849,162.691849,155.687408,156.517014,156.517014,8737300
2009-01-12,157.132996,158.444473,154.11264,155.334702,155.334702,6651500
2009-01-13,154.87767,159.264145,154.192123,156.144424,156.144424,8922500
2009-01-14,153.998383,155.886108,147.912964,149.512558,149.512558,11006800
2009-01-15,147.823547,150.809128,142.468384,148.528961,148.528961,11946100
2009-01-16,151.524475,153.129044,146.894592,148.86676,148.86676,10516700
2009-01-20,148.603485,148.782318,140.461441,140.461441,140.461441,10161900
2009-01-21,143.243347,150.769394,143.243347,150.560745,150.560745,9912900
2009-01-22,148.057037,153.675491,146.621368,152.259705,152.259705,16641500
2009-01-23,153.635742,164.90744,151.12706,161.300888,161.300888,21605100
2009-01-26,161.375412,162.940231,159.244263,160.88858,160.88858,9281300
2009-01-27,162.170242,165.856262,161.08728,164.668991,164.668991,9918600
2009-01-28,167.89798,175.026627,167.068375,173.20845,173.20845,15482700
2009-01-29,171.156784,171.410141,168.9561,170.550735,170.550735,14662200
2009-01-30,171.231308,173.273026,166.914383,168.171204,168.171204,9404600
2009-02-02,166.064911,171.3853,164.927307,169.184616,169.184616,10481500
2009-02-03,170.178162,170.391769,165.836395,169.125,169.125,13198200
2009-02-04,168.936234,176.074799,168.489136,170.391769,170.391769,13723400
2009-02-05,169.353516,176.541763,167.411148,175.717133,175.717133,14623200
2009-02-06,177.078278,185.69722,176.571579,184.440399,184.440399,14167600
2009-02-09,184.440399,189.268982,182.463257,188.161194,188.161194,10019200
2009-02-10,186.775208,187.530289,177.788651,178.096649,178.096649,14299800
2009-02-11,178.315231,181.320679,175.359451,177.863174,177.863174,10531100
2009-02-12,175.438934,180.635147,174.60437,180.35199,180.35199,11172800
2009-02-13,179.924759,180.322174,176.467255,177.684341,177.684341,8347200
2009-02-17,172.135422,172.423553,168.747467,170.22287,170.22287,11434600
2009-02-18,172.498062,175.548233,169.159775,175.414093,175.414093,12127300
2009-02-19,177.580017,178.737488,169.601898,170.212936,170.212936,10042200
2009-02-20,167.932755,173.332642,166.417618,172.105621,172.105621,12515000
2009-02-23,172.378845,173.769791,163.71022,163.963577,163.963577,10510000
2009-02-24,164.440475,173.680374,164.3759,171.608856,171.608856,12271000
2009-02-25,169.969513,175.011719,168.364944,169.716156,169.716156,12961800
2009-02-26,171.862198,175.10611,167.490631,167.500565,167.500565,11284100
2009-02-27,165.399231,170.799118,164.485184,167.902954,167.902954,10910400
2009-03-02,165.588013,169.249191,161.946686,162.522949,162.522949,11652200
2009-03-03,163.968536,165.766846,160.133484,161.68837,161.68837,13134400
2009-03-04,160.535873,163.436996,156.671005,158.429565,158.429565,15738400
2009-03-05,157.217453,158.509048,150.342163,151.832474,151.832474,13144600
